word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
capability,capability,The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.,General,0.604,0.876,0.1,0.5,False,None,Healthcare,the susceptibility of something to a particular treatment,,,"The word ""capability"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Healthcare] the susceptibility of something to a particular treatment (context similarity=0.12)
  Candidate sense 2: [Software/IT] the quality of being capable -- physically or intellectually or legally (context similarity=0.10)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
standard,Standard,The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.,General,0.643,0.774,0.4,0.0,False,None,Legal/Regulatory,the value behind the money in a monetary system,,,"The word ""standard"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Legal/Regulatory] the value behind the money in a monetary system (context similarity=0.10)
  Candidate sense 2: [Legal/Regulatory] a board measure = 1980 board feet (context similarity=0.06)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Legal/Regulatory"" domain but represent distinct concepts."
report,Report,The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.,General,0.721,0.84,0.5,0.0,False,None,General,a written evaluation of a student's scholarship and deportment,,,"The word ""report"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] a written evaluation of a student's scholarship and deportment (context similarity=0.14)
  Candidate sense 2: [General] the act of informing by verbal report (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
generation,Generation,The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.,General,0.819,0.991,0.5,0.0,True,Intra-Domain,Software/IT,a stage of technological development or innovation,Software/IT,the normal time between successive generations,"The word ""generation"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] a stage of technological development or innovation (context similarity=0.17)
  Candidate sense 2: [Software/IT] the normal time between successive generations (context similarity=0.17)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
requirement,requirements,The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.,General,0.608,0.882,0.1,0.5,False,None,General,required activity,,,"The word ""requirement"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] required activity (context similarity=0.06)
  Candidate sense 2: [Legal/Regulatory] anything indispensable (context similarity=0.05)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Legal/Regulatory"")."
plan,plan,The health plan premium payment transaction is the transmission of any of the following from the entity that is arranging for the provision of health care or is providing health care coverage payments for an individual to a health plan:,Healthcare,0.661,0.964,0.1,0.5,False,None,General,an arrangement scheme,,,"The word ""plan"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] an arrangement scheme (context similarity=0.15)
  Candidate sense 2: [Healthcare] scale drawing of a structure (context similarity=0.14)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Healthcare"")."
premium,premium,The health plan premium payment transaction is the transmission of any of the following from the entity that is arranging for the provision of health care or is providing health care coverage payments for an individual to a health plan:,Healthcare,0.625,0.8,0.3,0.5,False,None,Finance/Business,payment for insurance,,,"The word ""premium"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Finance/Business] payment for insurance (context similarity=0.17)
  Candidate sense 2: [Finance/Business] payment or reward (especially from a government) for acts such as catching criminals or killing predatory animals or enlisting in the military (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Finance/Business"" domain but represent distinct concepts."
payment,payment,The health plan premium payment transaction is the transmission of any of the following from the entity that is arranging for the provision of health care or is providing health care coverage payments for an individual to a health plan:,Healthcare,0.36,0.5,0.1,0.0,False,None,Finance/Business,an act of requiting; returning in kind,,,"The word ""payment"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Finance/Business] an act of requiting; returning in kind (context similarity=0.05)
  Candidate sense 2: [Finance/Business] a sum of money paid or a claim discharged (context similarity=0.04)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Finance/Business"" domain but represent distinct concepts."
transaction,transaction,The health plan premium payment transaction is the transmission of any of the following from the entity that is arranging for the provision of health care or is providing health care coverage payments for an individual to a health plan:,Healthcare,0.325,0.5,0.0,0.0,False,None,Finance/Business,the act of transacting within or between groups (as carrying on commercial activities),,,"The word ""transaction"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Finance/Business] the act of transacting within or between groups (as carrying on commercial activities) (context similarity=0.04)
Not flagged as ambiguous in this context."
transmission,transmission,The health plan premium payment transaction is the transmission of any of the following from the entity that is arranging for the provision of health care or is providing health care coverage payments for an individual to a health plan:,Healthcare,0.679,0.883,0.3,0.5,False,None,Networking,the gears that transmit power from an automobile engine via the driveshaft to the live axle,,,"The word ""transmission"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Networking] the gears that transmit power from an automobile engine via the driveshaft to the live axle (context similarity=0.08)
  Candidate sense 2: [General] communication by means of transmitted signals (context similarity=0.06)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Networking"" vs. ""General"")."
arrange,arranging,The health plan premium payment transaction is the transmission of any of the following from the entity that is arranging for the provision of health care or is providing health care coverage payments for an individual to a health plan:,Healthcare,0.722,0.841,0.5,1.0,False,None,General,"plan, organize, and carry out (an event)",,,"The word ""arrange"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] plan, organize, and carry out (an event) (context similarity=0.07)
  Candidate sense 2: [Healthcare] arrange attractively (context similarity=0.05)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Healthcare"")."
